중급중국어강독 윤혜지교수님 녹음 阅读도 해야하나요????,본문만하는건가요 아님 위에두도 해야하나요?,"['본문만요', '감사합니다!!', '엥 위에두도해야지', '엥 진짜요??;; 오늘 8과만하고 내려고했는데 큰일날뻔.. 감사합니다', '아니잖아 ㅡㅡ']"
중국어문법 최재영교수님,오늘 써머리 시량보어까지인가용??,"['저는 시량보어까지 했어욤', '오 그럼 저도 거기까지만 해야겠어요 ㅎㅎ 감사해요~^^']"
중국근,웹엑스 나만 시작 안함..?,['그러게 아직 안열림']
중국법의 이해 저번주에 시험관련얘기 하셨나요..?,마감요일을 착각해서 못들었는데 혹시 시험이나 과제 말씀 있었나요?ㅠㅠ,[]
중국어 표현과 통역 들으시는 분들ㅠㅠ,"이거 수업 했었나요?ㅠ
그리고 저 向는 그들에게 로 해석 해도 될까요?ㅠㅠㅠ","['向他们하면 그들에게 괜찮을 것 같아요!', '앗 감사합니다!!🙇\u200d♀️👍❣️', '저 교수님 수업을 안들어서 교재 했는지 안했는지는 모르겠네요 ㅠㅠ', '아앗..ㅜㅜ 넵! 감사합니다ㅠㅠ 일단 그냥 외워야 겠네여ㅠㅠ 감사합니다!ㅎㅎ']"
중국집 추천 좀,학교 근처 배달 중국집 추천 좀 해주세여,"['중국어통번역생한테 물어보셈', '중통도 몰라', '그걸 왜 중통한테 물어보냐곸ㅋㅋㅋㅋ', '그럼 초밥 먹을때 일통이니?', '장강', '오킹', '모현은 다 별로']"
현대 중국 정치 박홍서 교수님 수업 들으시는 분?,20일 수업 없고 중간 시험 27일 맞죠?,[]
현대중국정치,현대중국정치 강준영 교수님 중간고사없죠?,[]
중국 역사와 예술 ㅇㅈㅇ교수님 들으시는 분,중간고사 없는거 맞지,[]
여행중국어 들으시는분 ㅠㅠ,ㅠㅠ,['저욤']
현대중국정치 중간고사 관련 얘기 아직 안하셨죠?,"ㅠ,,,",[]
중국법의이해 시험공부 어떻게해야하는거지...,"시토중처럼 해석인가..,,?","['해석은 아니야', '전에 들으셨나요?', '2 들었어요!!', '중국법의이해 1학기에만 열리지않나여...??', '아앗 중국의 세계 들었었는데 교재랑 수업방식이 똑같았어요', '중국과세계!']"
중국법의이해 어제 들었어야 했던가...? 아....,학습인정기간만 보고 10일까지 들어도 되는줄... 출석부반영으로 알림 떠있어야하는거 아니냐 ㅠ.. 아 존나...,"['저 어제 들었는데도 알림 왔어요.. 다 그런가봐요', '제가 메일로 문의 드렸는데 4/10 이후로 총괄처리하신다고 합니다!', '걱정말라고 하셨어요 :)', '헉!!!!!!!! ㅠㅠㅠㅠㅠㅠ 와 감사합니다ㅠㅠㅠㅠㅠ']"
중국법이해 들으시는 분,"녹강으로 들었는데 한국외대앱에 결석으로 체크되어있는게 맞죠..?
수업 미출석 알림이 왔는데 녹강이였어서오 ㅜㅜ",['헐 저도 아까 알림떠서 ㅠ확인해보니 결석으로 되어있네요 ㅜㅜㅜ']
"중국고대사 출석,,","출석현황다들 어떻게 떠있어? 나 지금 이해 안되는게 4주차 때 수업마지막에 출석 불렀잖아 그때 직후엔 출석 O라고 뜨는거 확인했는데, 오늘 다시보니까 X로 되어있어 이게 가능한거야? 심지어 다른 주차엔 - 표시만 있어 제발제발제발 QR코드 출석좀 도입하셨으면 좋겠다","['엥 난 동그라민데', '4주차 말고 다른 주차도?? 대체 뭐지 나 혹시 유령학생인가', '다른주차는 작대기', '아 진짜 대체 뭐야 메일보내야겠다.. 일단 알려줘서 고마워.. 나만 문제있나봐......🥲']"
내가 듣는 교양 외국인 진짜 많다,14 15 고학번도 많고 중국이나 동남아 계열 외국인도 많음 신기,['교양 과목 머에용?']
시토중 시사토론중국어,"기사 발췌 과제 매일 두개씩 7영역 14개를 매일 해서 7x14 인가요
하루에 한 영역 두개씩 7x2 인가요 ....??","['하루에 2개, 일주일에 14개 아니에요..? 점점 혼란스러워 지는 즁..', '그쳐 ?? 하루에 한분야 두개가 7일간겹치지 않게 맞죠??', '넹 저는 그렇게 이해했어요 솔직히 7×14로 일주일에 98개면,,', '근데 영역별로 날짜가 겹치지 말라고 했으니깐 4/1은 경제 4/2은 정치 이렇게 영역별로 기사 날짜가 겹치지 말라는거 아닐까요?', '네 저도 그렇게 이해햇어요!!', '교수님께 전화해서 확인했는데 말씀하신 내용이 맞습니당 인민망 말구 인민일보에서 기사 제목 발췌하라고 하셨어용', '일주일에 14개 인거죠 ? 답변 감사합니다 !', '네~~근데 과제 제출란이 4.5일자가 기한이라 4.1~4.5면 10개밖에 못하는데 어찌해야할 지는 모르겠네유..', '그러게요 근데 저는 일단 14개 하려구요 ...! 날짜 안적고 .....']"
중국어 공부 어때요?,"중국어 아예 모르는 학생인데 중국어 공부 하고싶어져서요 ㅠㅠ 혹시 중어 관련 과이거나 중국어 잘 하시는 분들은 어떻게 처음 시작하셨나요? 저는 이얼싼쓰밖에 모르는 왕초보초보이거든요... 구몬이나 한달 학습지? 같은 거 하는 건 어떨까요?
그리고 훕스 콘텐츠 중국어 동영상 들어도 괜찮나요? 다른 과인데 들으면 막 안되고 그런 건 아니겠죠? ㅜㅜ","['중알못 혼자 hsk 책사서 공부 한달하고 3급땀 독학 ㄱㄱ', '헐 쪽지로 책 정보좀 주실 수 있나여 ㅠㅠ 대단해여']"
박홍서 교수님 중국학입문,"4/2 강의 녹화본 있으신분 계실까요??
기프티콘 사례하겠습니다ㅜㅠㅠ!!!",[]
중국어 중급회화작문,아직 안열린거 맞지?,['ㅇㅇ그런듯']
내일 비즈니스 중국어 야오캉 교수님 발표,중국어로 해야하는거야?,[]
박홍서 교수님 중국학입문,혹시 과제 있었나요?? 내일은 실강이죠?,"['네~~', '과제 있다구요?', '아 과제는 없었던 것 같아요']"
플렉스 중국어 녹음 과제,"밴드 교수님께 1:1 채팅으로 제출하는 거야?
걍 밴드에 올리라고만 하셔가지고 ㅠㅋㅋㅋ",[]
중국어 과외 받을 사람?,중국어과외 받고 싶은 사람있나요 혹쒸,[]
중국경제지리의이해 피피티는 안올려주시나..?,ㅠㅠ,"['ㄱㅇㅅ교수님 작년에도 피피티 안올려주시던데.. 올해도 안올려주실걸', '헐 작년에 대만양안때 올려주셔서 이것도 올려주실줄...;; 아 좆됐네...;;;;;;;']"
비즈니스중국어작문 야오캉,저번에 71쪽까지 나간 거 맞나요?!,"['ㅇㅇ', '고맙습니다~']"
애드라 강원도 차이나타운 반대청원 동의하자,"우리나라 역사가 남아있는 유적지에 중국 관광객들을 위해 차이나타운을 만들겠대....ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ이거 진짜 아닌거 같아ㅠㅠㅠㅠㅠ

https://www1.president.go.kr/petitions/597240",[]
중국어 질문!,무슨뜻인가요?,"['중국 유머의 일종인데 아가씨 부르는 거임 직역하면 ""어이 거기 누나""라고 보면 될듯', '오오 고맙습니다!']"
중국어 아시는분,무슨 뜻인가요..? 왜 저가 저걸 따라 쓰면 사전이 인식을 못하죠..? 알려주시면 감사하겠습니다!!,"['헉 감사합니다!!', 'chi da ___ fan ㅇ여기 밑줄 뭐에요??', '아 ㄹㅇ요?!??! 감사합니다앙']"
중국어문법 최재영 교수님,노트필기 어디까지 하는걸까용..??,[]
중국근,못들어온사람 쪽지 보내세요 주소 드릴게요,[]
나 12:30 수업인데 어쩌쥐...?,"중국근현대 수업 링크 있으신 분,,,,","['쪽지 ㄱ 있음', '저도 좀', '아이고 감사합니다', '쪽지', '저두 부탁드릴게요..', '여러분!!! 쪽지 바로 보내세요!!! 드릴겡ㅅ!!!!']"
중국 근현대 웹엑스 주소 주실 분ㅜㅜ,"이클래스 접속이 앱, 피시, 크롬 전부 안됩니다.. 링크 공유해주실 분ㅠㅠ","['구하면 바로 공유드릴게요ㅜㅜㅠㅠ', '쪽지 보내드렸어요!', '저 있어요', '쪽지주세요']"
중국역사와예술 미팅번호나 주소좀...ㅠㅠ,이클 왜이러냐,[]
미세먼지 504 ppm 뭔데,진짜 중국 수준의 수친데,"['와 이쪽도 394라 엄청나다고 생각했는데 더 심한 곳이 있네...', '900인 곳도 있다는거...', '미쳣다....']"
ㅇㅅㅈ중국 이번주 과제 없는거맞지?,ㅇㅁㅇ,['네네 없다고 말씀 하셨음']
중국어를 배우기 시작했는데,"영어도 그닥 잘하는 상태는 아니라서 그런지 (사실걍못함)
자꾸 영어해야 할 때마다 중국어로 단어 생각나서 미치겠음
예를 들어 now를 말하고 싶으면 现在부터 생각남
그렇다고 중국어를 잘하는 것도 아님
이도저도 아니게 둘다 못해서 이러는 거 같은데...
중국어 어느정도 경지 오르면 좀 나아지나..?","['다그럼', '둘다 같이 해야햄', '저도 이랬어요. now 처럼 쉬운 단어는 안 잊어버리는데 좀 어려운 단어는 영어로 아예 생각이 안 나고 중국어만 떠오르는 경우가 있어서 그런 거 안 잊으려면 영어도 꼭 같이 공부해야 돼요']"
중국의 유머,펌글임,"['왜 요즘 여기저기서 중국이 보이지', '치워라 관심없다', '착짱', '그래서 짱개는 다 죽었다는 얘기임?', '중국어 해석이나 해주지 중국인만 재밋겟네', '치워']"
중국어문법 최재영교수님,돌어오는 주에 퀴즈 보나요??,"['수시테스트요!!', '그래서 없는거 맞겠죠..??불안하네요 하하..', '다행이네요!! 감사합니다~^^']"
ㅁㅊ;; 항상 중국인들 침범엔 누가 있는지 앎??,"YG임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
이번에 간떨어지는 동거도 중국 자본이 거의 다임 ㅋㅋㅋㅋㅋㅋㅋ
중국 논란되는거 다 제작사가 YG야 진짜 미친고 아님?ㅋㅋㅋ나라까지 팔아먹고싶나","['이상하다 중국에선 약 팔면 사형인데 어케 아직 살아있지?', '솔직히 몇년전까지는 나라팔아먹는다는 단어가 안와닿았거든?? 근데 요즘 느낌.. 진짜 나라 팔아먹고싶어하는 놈들이 넘친다는거...']"
모현 지금 전화받는 중국집 있어?,"ㅈㄱㄴㅈㄱㄴ
점심저녁 하나도 안먹었는데
자기전에 갑자기 탕수육이 땡겨서 잠못들것같음...","['배민에 하오츠 한다고 적혀있는데 아쉬운대로 꿔바로우라도..', '쓰니 지금 탕수육 죤내 땡기는거 아님??? 나는 뭐 하나가 죤내게 땡기면 무조건 꼭 그 음식을 먹어야됨...꿔바로우로 탕슉을 대체할수 업서,,!']"
중국학입문 금34,오늘은 실시간 웨벡스는 안들어가도 되는거조?,['ㅇㅇ']
중국과세계 과제,"그림 그려서 피디에프 파일을 이클래스에 제출
맞나요?","['수업시간에 설명해주실듯요', '아까 수업 전에 이미 설명하셨어욬ㅋㅋㅋㅋ 중간부터 들어서 ㅋㅋㅋㅋㅋㅋㅋ', '- 제가 - 중간부터 들어서', '할 저는 내일이라..ㅋㅋㅋ', '앜ㅋㅋㅋㅋ 그럼 혹시 낼 듣고 알려주실 수 있나요....♥︎ ㅎㅎㅎㅎ', '네! 여기 댓글달게요ㅋㅋㅋ', '감사합니다 😆', '맞아요! 교재앞에있는 지도에 표시해서 사진찍어 제출하면돼요', '감사합니다♡♡♡(♡♡ 에이쁠 받으세요+!!!']"
시사토론중국어,시험때 번체 한자 다외워야하나요...?,[]
중국학입문,내일 녹강이에요?,[]
중국영화감상과비평,오연교수님 오늘도 녹강맞죠?? 강의 언제 올라오려나..,['원래 강의시간 가까워져서 올라오거나 오전에 올라와욤..']
공부하기 싫어서 풀어보는 본인 반수썰,"나는 18년도에 반수해서 여기왔는데(글캠) 전적대가 광명상가였음. 전에 1학기니까 그냥 그럭저럭 별 불만은 없어서 그냥 거기서 뼈묻할 예정이었음.

근데 중간고사 막 끝나고 어떤 전공수업에서 교수님이 학생 전체들을 대상으로 좋아하는 연예인을 물어보시더라고.. 뭐 그때 다양한 연예인들이 나왔는데 내차례가 되어서 나는 쯔위라고 했어. 아이돌에 별 관심은 없었는데 그때 트와이스가 워낙 핫하기도 했고 쯔위보면서 '와 진짜 예쁘다' 이런느낌을 받았었거든.

아무튼 그래서 쯔위입니다 했더니 누구죠 그게? 하시더라고?? 잘 모르셨나봐. 그때 다른학우들이 트와이스 멤버이고 대만사람이다 이정도로 교수님한테 말 해줬어. 근데 교수님이 '아 (너)보니까 왜 좋아하는지 알거같네요'라고 하더라고 ㅋㅋ 강의실에 몇명은 현웃하고

그때 내가 살도 좀 있고 머리도짧게 하고 다녀서 종종 중국갑부스타일이라고 말하는 주변사람들이 있어서 교수님이 나보고 어떤 뉘앙스로 그 얘기를 했는지는 눈치를 챘어

그때당시에는 내가 너무 부족해서 그자리에서 당당하게 문제가 있는 발언이다 말하지 못하고 남들이랑 그냥 웃으면서 지나갔어. 그다음에 연강있었는데 안듣고 바로 학교나와서 집근처 재종가서 등록하고 여자친구한테 수능공부 다시 준비한다 말하고 그렇게 글캠에 왔다","['와 교수님 너무 무례하시다 ㅠㅠ 나 같아도 그 교수님 두 번 다시 보기 싫을 듯 쓰나 잘 왔오', '전공교수님이라 ㅋㅋ', 'ㄷㄷ 너무 갑작스런 이유네', '그래도 이유가 너무 명확해서 오히려 좋더라', '와 오반데', '그분이 수능은 기다려주셨는데 군대는 힘들어 하시더라고.. 빛이나는솔로입니다 ㅜ']"
중국근 현대철학사,저만 1차시 수업 미출결로 되어있나요??,['혹시 아직도 그러신가요']
[D-3]한국외국어대학교(글로벌) 통번역연합회 29-1기 신입 통ㆍ번역사 모집,"한국외국어대학교 글로벌캠퍼스 학생자치기구 통ㆍ번역연합회가 신입 통ㆍ번역사를 모집합니다.


통ㆍ번역연합회는 국제행사와 수출상담회, 영상물제작 등 다양한 분야에서 통ㆍ번역 실무를 수행하는 기구입니다. 실무경험을 통해 본인의 능력을 발휘하실 신입 통ㆍ번역사 여러분의 많은 지원 바랍니다.


1. 모집 대상 및 분야

가. 글로벌캠퍼스 재학생

나. 모집분야: 영어, 중국어, 일본어, 러시아어, 스페인어, 독일어, 프랑스어, 이탈리아어, 말레이ㆍ인도네시아어, 아랍어 등


2. 접수 기간 : 2021.03.14.(일) ~ 2021.03.24.(수)


3. 선발절차

가. 서류 결과 발표: 2021.03.26.(금)

나. 1차 필기시험: 2021.03.30.(화), ZOOM으로 진행, 19:00~20:10

다. 2차 면접전형: 2021.04.01.(목), ZOOM으로 진행, 19:00~22:00

라. 신입회원 설명회: 2021.04.05.(월), ZOOM으로 진행, 19:00~20:00


* 내부 사정에 따라 선발 세부일정이 변경될 수 있습니다. 자세한 사항은 한국외국어대학교 통번역연합회(www.usitf.kr)의 공지사항 확인 부탁드립니다.

** 합격에 대해서는 지원서에 기재된 연락처를 통해 개별연락 드립니다.

*** 필기시험은 1, 2교시로 나뉘어 진행됩니다. (1교시 19:00~19:30, 2교시 19:40~20:10)


4. 접수처: 한국외국어대학교 통번역연합회 지원사이트(www.usitf.kr/apply)

* 지원에 앞서, 한국외국어대학교 통번역연합회(www.usitf.kr)의 공지사항 참고 부탁드립니다.
* 카카오톡 오픈톡방을 통해 가입과 관련한 문의를 받고 있습니다. 통번역연합회와 관련한 모든 상담 환영합니다.
오픈톡방 주소는 https://open.kakao.com/o/swRjQk2c입니다.",[]
윤혜지 교수님 중국 기초 고문 수업 들으시는 분 있나요,제발 댓글 남겨주세요..,['저요..']
중국어 기초 고문 수강하시는 분 계신가요 ㅠㅠ,"과제 있었나요??
교수님이 올려주신 사자성어랑 고문 연습지 별도 설명 없으셨던 것 같은데 이건 뭐에요 ㅠㅠ??","['교수님 누구세요?', '윤혜지 교수님이요!', '아 저는 다른 교수님이라 잘 모르겠어요ㅠㅠ', '앗 아쉽네요 ㅜㅜ 그래도 댓글 달아주셔서 감사합니다!']"
카사베르데 근처 사람중 배달 같이할사람,중국집 생각중인데 다른 것도 ㄱㅊ아,"['담에 같이 먹장 ㅠㅠ', '좋아ㅜㅜ 쪽지 남길테니 말하삼 가격너무애매해서']"
중통 분들!,"제가 중국어 독학하고 있는데 문장 구문이나 문법책을 추천 받을 수 있을까요?
문법은 엄청 기초 빼고 잘 모릅니다ㅠㅜㅠㅠ",[]
중급중국어회화 - wen shu,작문 과제 뭐에 대해서 해오는 거예요.? ㅠㅠ,[]
중국과 세계 ㄴㅈㅎ 교수님,들으시는 분들 수업 이해되시나요....책으로 설명하시는 거 맞죠..? 책도 다 중국어라 못 읽겠는데 교수님이 어디 설명하시는 건지도 모르겠어요ㅠㅠㅠㅠ 수업 듣는 내내 바보가 된 기분이에요... 저만 그런건가여....혹시 수업 전에 책을 다 번역해서 와야 하는 건가요? 이 강의 들으셨던 선배님들 어떻게 공부하셨는지 알려주세요 제발료ㅠㅠㅠㅠㅠㅠㅠ,"['저도 그래요...ㅎ 교재 내용도 아니고', '어떻게 공부해야할 지 막막하네여....']"
[D-6]한국외국어대학교(글로벌) 29-1기 통번역연합회 신입 통ㆍ번역사 모집,"한국외국어대학교 글로벌캠퍼스 학생자치기구 통ㆍ번역연합회가 신입 통ㆍ번역사를 모집합니다.


통ㆍ번역연합회는 국제행사와 수출상담회, 영상물제작 등 다양한 분야에서 통ㆍ번역 실무를 수행하는 기구입니다. 실무경험을 통해 본인의 능력을 발휘하실 신입 통ㆍ번역사 여러분의 많은 지원 바랍니다.


1. 모집 대상 및 분야

가. 글로벌캠퍼스 재학생

나. 모집분야: 영어, 중국어, 일본어, 러시아어, 스페인어, 독일어, 프랑스어, 이탈리아어, 말레이ㆍ인도네시아어, 아랍어 등


2. 접수 기간 : 2021.03.14.(일) ~ 2021.03.24.(수)


3. 선발절차

가. 서류 결과 발표: 2021.03.26.(금)

나. 1차 필기시험: 2021.03.30.(화), ZOOM으로 진행, 19:00~20:10

다. 2차 면접전형: 2021.04.01.(목), ZOOM으로 진행, 19:00~22:00

라. 신입회원 설명회: 2021.04.05.(월), ZOOM으로 진행, 19:00~20:00


* 내부 사정에 따라 선발 세부일정이 변경될 수 있습니다. 자세한 사항은 한국외국어대학교 통번역연합회(www.usitf.kr)의 공지사항 확인 부탁드립니다.

** 합격에 대해서는 지원서에 기재된 연락처를 통해 개별연락 드립니다.

*** 필기시험은 1, 2교시로 나뉘어 진행됩니다. (1교시 19:00~19:30, 2교시 19:40~20:10)


4. 접수처: 한국외국어대학교 통번역연합회 지원사이트(www.usitf.kr/apply)

* 지원에 앞서, 한국외국어대학교 통번역연합회(www.usitf.kr)의 공지사항 참고 부탁드립니다.
* 카카오톡 오픈톡방을 통해 가입과 관련한 문의를 받고 있습니다. 통번역연합회와 관련한 모든 상담 환영합니다.
오픈톡방 주소는 https://open.kakao.com/o/swRjQk2c입니다.",[]
환경학과 학생으로써,중국을 안 싫어할 수가 없다 하,"['나도 별로.. -지나가던 중통-', '사실 앞에 빼도 별로긴 해', '할무니~ 책 읽어주세요~', '헐 할머니....ㅠㅜㅜ 중국발 미세먼지가 눈에 들어갔나봐요!!!']"
중국 경제지리,왜 안하지?,"['ㄱㄴㄲ ㅋㅋ나도 이거물어보러 에타들어옴', '저두요', '나도ㅋㅋㅋㅋㅋㅋ 암것도 올라온게 없는디', '앞 수업 17분 늦게 시작함', '그리고 몇시에 끝났어요...???', '똑같이 끝났던디 내가 앞수업 잘못 미리들어감 ㅋㅋㅋㅋㅋ', '감사해욤', '나도 그거볼라고왔는데ㅋㅋㅋ']"
중국정치이해 지금 쉬는 시간인거 맞죠..?,너무 조용해서 불안ㅜ저만 이러나,"['네 교수님 지금 마이크 안켠상태로 나와요', '헉 감사합니다!', '시작했어요', '지금 뭐라하시는지 아시나요...?ㅠㅠ', '출석체크얘기 하셨어요 노트북 두개 켜놓으시구 따로 체크하신다구요 그거하고 웹엑스 불안정해서 동영상 병행하실시 고민해보신다구 그 말씀도 하셨어요']"
중국정치이해 교수님 수업중이셔?,입모양 보면 계속 말씀하시는데;;,"['저 교수님 소리 안들리는데 혹시 들리세요?', '저는 이제 들려요!끊기긴 하는데ㅜㅜ', '나갔다 들어오니까 들랴요', '지금 계속 얘기중이셔요', '저만 아무것도 안들리나여ㅠㅠ']"
현대중국정치,내가끊기는건가 자꾸 끊기네...,"['나도....엄청 끊겨 오늘 에타 웹엑스 에러 얘기 없는거 보면 교수님 연결 문제인가', '학우들 끊임없이 나갔다 들어가는거 보면 한두명 문제 아닌거 같은데...', '그런가봐ㅠㅠ', '나도 ;;;', '이제 들린당', '지금 들려? 나 안들리는데 ...', '나는 들리긴하는데 나갔다오라고도 못하겠네 한분은 못들어오고계시다고 하는거보니까', '엄청 끊겨ㅠㅠㅠ 나갔다가 다시 들어오는데 연결도 안되고 먹통.. 혹시 수업 계속 진행중이야..?', '몰라 지금도 끊겨서 아무 소리도 안들림ㅠㅠ', '교수님 나가신거보면 팅기신거같아', '퇴출당했는데 맞나요?', '네 저도 퇴출당했어요', '웹엑스 전체 문제인듯', '지금 에타 글올라오는거보니까 웹엑스문제같네요', '지금 새로 들어가신분 계신가요 저는 계속 대기창인데ㅠ', '어 지금 대부분 들어오신거같은데...', '혹시 지금 대부분 카메라 켜셨나요...?다시 접속하니까 교수님 화면만 보이네요...', '다 끄라고하셔서 다 껐어요', '아 저 혼자 켤뻔했네요 감사해요!!']"
중국어통번역 아르바이트,"중국어통번역 아르바이트:

중국유명패션브랜드 한국지사

근무지: 역삼역 인근

주업무: 중국어 회의 통역, 문서 번여 등

시급: 1.2 + 주휴수당

지원자격:
1. 평일 오후 출근가능자(1시~5시)
2. 중국어통번역 경력있으신 분

중국어통번역대학/대학원 출신 우대, 즉시 출근 가능자 우대",[]
중국어통번역학과 이중전공생 질문,"홈페이지를 찾아봤는데 (필수과목 다 듣고) 플렉스 490점만 넘기면 졸업요건 다 채운건가요?

이중전공생도 졸업시험 봐야하나요?","['이중전공은 본전공보다 플렉스 점수 안빡세여 플렉스 봐야하는걸로 알고있음', '네 플렉스 봐야하는건 아는데 중통에서 하는 졸시를 이중전공생도 봐야하는지 궁금한거에요 ㅠㅠ', '졸시 따로 없어요 플렉스가 졸시에여', '고맙습니다!!']"
중국법의이해 예전에 들으셨던 분 계시나요?,족보 있으신 분...,[]
중국어통번역연습,나만어렵냐.. 내용 정리하다가 현타옴,"['ㅎㅈㅇ? 나도...', '나 발표하라는데 사실 한자를 몰라서 말을 못했어ㅋㅋㅋㅋㅠ 죄송합니다 아직 그정도실력은 제가 안되요...', 'ㅋㅋㅋㅋㅋ아구 나는 중국어 잘하는데도 어려움.... 교수님도 좀 깐깐?하신듯 하고 ㅠㅠ', '부럽다 나는 틀린거 고쳐봐라는데 뭐가 틀린지도 모르겠어서 진짜 당황스러웠는데.. 그립습니다 이나현 선생님..', '더 잘할수 있을꺼야 ㅠㅠㅠㅠ 이 수업이 쉬운수업은 아닌것같아 ㅠㅠ 이나현 교수님 최고지 진짜', 'ㅠㅠ 고마워 이수업으로 중국어 실력이 올랐음 좋겠다.. HSK 5급으로는 3학년을 이겨낼 순 없구나 더 노력해야지', '파이팅!!❤']"
ㅇㅎㅈ교수님 중급중국어강독 45과 시험이 17일이라는거야 아님 24일인거야?,ㅠㅠ,['17일이래여!']
아 중국어통번역연습,ㅎㅈㅇ 드랍하고싶다...하,"['와이', '드랍더빝']"
대학중국어 수업안올라왔나요.?,??,"['올라왔어요!', '2주차 말씀하시는 건가요...??', '넵! 올라와있어요', '아 2주차가 월요일이었군요..!! 목요일 건줄알고 미리 들어버렸네요', '근데 18분밖에안되는데 이거 맞을까요..?', '오 네 저도 18분짜리였어요! 그거 맞을거에요', '아넵 감삽니낭']"
